Name of the Municiplaity/corporation,Ward No.,Ward reserved for,Total No. of Voters including service voters in the ward,Total Votes Polled (excluding PBs) in the ward,No. of Postal Ballots Polled in the ward,No. of Tendered Votes Polled in the ward,No. of Valid Votes (including PBs) in the ward,No. of Rejected Votes Polled (including PBs) in the ward,No. of Votes Polled to NOTA (including PBs) in the ward,Sl.No. of the Candidate in the ward,Name of the Contesting Candidate in the ward,No. of Valid Votes Secured (including PBs) by the candidate,Party Affiliation if any,Result
GHMC,Ward 110 - Chanda nagar,UR(W),60111,23688,5,0,23081,334,278,1,Smt. Aksari Begum,946,INC,
GHMC,Ward 110 - Chanda nagar,UR(W),60111,23688,5,0,23081,334,278,2,Smt. Kasireddy Sindhu Reddy,8704,BJP,
GHMC,Ward 110 - Chanda nagar,UR(W),60111,23688,5,0,23081,334,278,3,Smt. Mounika Jella,1400,TDP,
GHMC,Ward 110 - Chanda nagar,UR(W),60111,23688,5,0,23081,334,278,4,Smt. R.Manjula,11975,TRS,Elected
GHMC,Ward 110 - Chanda nagar,UR(W),60111,23688,5,0,23081,334,278,5,Pushpa Angadi,26,MCPIU,
GHMC,Ward 110 - Chanda nagar,UR(W),60111,23688,5,0,23081,334,278,6,Smt. Padmavathy B,30,INDEPENDENT,
GHMC,Ward 111 - Bharathi nagar,UR(W),31829,19695,11,0,19262,306,138,1,Godhavari Chinnamile,6905,BJP,
GHMC,Ward 111 - Bharathi nagar,UR(W),31829,19695,11,0,19262,306,138,2,Patlolla Madhavi Latha,381,INC,
GHMC,Ward 111 - Bharathi nagar,UR(W),31829,19695,11,0,19262,306,138,3,Mamatha Chunduri,363,TDP,
GHMC,Ward 111 - Bharathi nagar,UR(W),31829,19695,11,0,19262,306,138,4,V Sindhu,11563,TRS,Elected
GHMC,Ward 111 - Bharathi nagar,UR(W),31829,19695,11,0,19262,306,138,5,Akula Aruna Sree,50,INDEPENDENT,
GHMC,Ward 112 - Ramachandrapuram,BC(G),28118,18989,0,0,18574,244,171,1,Sri. Jonnada Maveen Goud,791,INC,
GHMC,Ward 112 - Ramachandrapuram,BC(G),28118,18989,0,0,18574,244,171,2,Sri.Nallagandla Narsing Goud,5781,BJP,
GHMC,Ward 112 - Ramachandrapuram,BC(G),28118,18989,0,0,18574,244,171,3,Smt. Padmaja Peddigari,393,TDP,
GHMC,Ward 112 - Ramachandrapuram,BC(G),28118,18989,0,0,18574,244,171,4,Smt.Burugadda Pushpa,11540,TRS,Elected
GHMC,Ward 112 - Ramachandrapuram,BC(G),28118,18989,0,0,18574,244,171,5,Sri. Katighar Manohar,38,INDEPENDENT,
GHMC,Ward 112 - Ramachandrapuram,BC(G),28118,18989,0,0,18574,244,171,6,Sri.Venkataram Laxmi Narayana,31,INDEPENDENT,
GHMC,Ward 113 - Patancheruvu,BC(G),41667,27402,2,0,26730,450,224,1,Sri. Ashish Goud Thouti,9440,BJP,
GHMC,Ward 113 - Patancheruvu,BC(G),41667,27402,2,0,26730,450,224,2,Sri. Mettu Kumar Yadav,15523,TRS,Elected
GHMC,Ward 113 - Patancheruvu,BC(G),41667,27402,2,0,26730,450,224,3,Sri. Aenturi Vijender,68,INDEPENDENT,
GHMC,Ward 113 - Patancheruvu,BC(G),41667,27402,2,0,26730,450,224,4,Smt. Muthyala Jayamma,1235,INC,
GHMC,Ward 113 - Patancheruvu,BC(G),41667,27402,2,0,26730,450,224,5,Sri. Gundu Pradeep Kumar,163,INDEPENDENT,
GHMC,Ward 113 - Patancheruvu,BC(G),41667,27402,2,0,26730,450,224,6,Sri. Kamal David Janampally,301,TDP,
GHMC,Ward 114 - KPHB colony,UR(G),53812,26569,17,0,25942,340,304,1,Uppala Padma Chowdary,2656,TDP,
GHMC,Ward 114 - KPHB colony,UR(G),53812,26569,17,0,25942,340,304,2,Gandham Yesu Raju,517,INC,
GHMC,Ward 114 - KPHB colony,UR(G),53812,26569,17,0,25942,340,304,3,Mandadi Srinivasa Rao,12498,TRS,Elected
GHMC,Ward 114 - KPHB colony,UR(G),53812,26569,17,0,25942,340,304,4,Sarivigari Preetham Kumar Reddy,10093,BJP,
GHMC,Ward 114 - KPHB colony,UR(G),53812,26569,17,0,25942,340,304,5,MAAMILLA ANAND,52,IPBP,
GHMC,Ward 114 - KPHB colony,UR(G),53812,26569,17,0,25942,340,304,6,Kethineni Parvathi Priya Darshini,5,INDEPENDENT,
GHMC,Ward 114 - KPHB colony,UR(G),53812,26569,17,0,25942,340,304,7,Chandra Sekhar Chalika,14,INDEPENDENT,
GHMC,Ward 114 - KPHB colony,UR(G),53812,26569,17,0,25942,340,304,8,Patlolla Sainath Reddy,4,INDEPENDENT,
GHMC,Ward 114 - KPHB colony,UR(G),53812,26569,17,0,25942,340,304,9,S V J K Prshanth Ungarala,13,INDEPENDENT,
GHMC,Ward 114 - KPHB colony,UR(G),53812,26569,17,0,25942,340,304,10,P V V R S Murthi,85,INDEPENDENT,
GHMC,Ward 114 - KPHB colony,UR(G),53812,26569,17,0,25942,340,304,11,Venkata Ramana Rao Dasari,5,INDEPENDENT,
GHMC,Ward 115 - Balaji nagar,UR(W),54800,26521,7,0,25675,564,289,1,Aritakula Charumathi Devi,9880,BJP,
GHMC,Ward 115 - Balaji nagar,UR(W),54800,26521,7,0,25675,564,289,2,Beeram Indirareddy,734,INC,
GHMC,Ward 115 - Balaji nagar,UR(W),54800,26521,7,0,25675,564,289,3,Ranjitha Kadempalli,2252,TDP,
GHMC,Ward 115 - Balaji nagar,UR(W),54800,26521,7,0,25675,564,289,4,P Sirisha,12701,TRS,Elected
GHMC,Ward 115 - Balaji nagar,UR(W),54800,26521,7,0,25675,564,289,5,Varudu Sujatha,99,INDEPENDENT,
GHMC,Ward 115 - Balaji nagar,UR(W),54800,26521,7,0,25675,564,289,6,P Sandhya P,9,INDEPENDENT,
GHMC,Ward 116 - Allapur,UR(W),63635,30455,4,0,29632,605,222,1,KAUSER BEGUM,1687,INC,
GHMC,Ward 116 - Allapur,UR(W),63635,30455,4,0,29632,605,222,2,NASEEMA BEGUM,504,AIMIM,
GHMC,Ward 116 - Allapur,UR(W),63635,30455,4,0,29632,605,222,3,PULIGOLLA SRILAKSHMI,8338,BJP,
GHMC,Ward 116 - Allapur,UR(W),63635,30455,4,0,29632,605,222,4,MOHAMMED UZMA,417,TDP,
GHMC,Ward 116 - Allapur,UR(W),63635,30455,4,0,29632,605,222,5,Sabiha Begum,18648,TRS,Elected
GHMC,Ward 116 - Allapur,UR(W),63635,30455,4,0,29632,605,222,6,ZAHEDA BEGUM,38,INDEPENDENT,
GHMC,Ward 117 - Moosapet,UR(G),44594,23410,9,0,22538,713,168,1,THOMU SRAVAN KUMAR,9530,TRS,
GHMC,Ward 117 - Moosapet,UR(G),44594,23410,9,0,22538,713,168,2,K MAHENDAR,10068,BJP,Elected
GHMC,Ward 117 - Moosapet,UR(G),44594,23410,9,0,22538,713,168,3,RAGHAVENDER GOPISHETTY,1989,INC,
GHMC,Ward 117 - Moosapet,UR(G),44594,23410,9,0,22538,713,168,4,U RAMAKRISHNA,833,TDP,
GHMC,Ward 117 - Moosapet,UR(G),44594,23410,9,0,22538,713,168,5,MOHAMMED AMEAR,21,TJSP,
GHMC,Ward 117 - Moosapet,UR(G),44594,23410,9,0,22538,713,168,6,MD SIRAJ,36,WPI,
GHMC,Ward 117 - Moosapet,UR(G),44594,23410,9,0,22538,713,168,7,HARI SANKARA SARMA KOLLURU,49,IPC,
GHMC,Ward 117 - Moosapet,UR(G),44594,23410,9,0,22538,713,168,8,NARSING RAO MANNE,12,INDEPENDENT,
GHMC,Ward 118 - Fathe nagar,UR(G),53235,25600,1,0,24624,759,218,1,M.KRISHNA GOUD,9131,BJP,
GHMC,Ward 118 - Fathe nagar,UR(G),53235,25600,1,0,24624,759,218,2,Batta Raghavender,543,TDP,
GHMC,Ward 118 - Fathe nagar,UR(G),53235,25600,1,0,24624,759,218,3,Satish Babu Pandala,11626,TRS,Elected
GHMC,Ward 118 - Fathe nagar,UR(G),53235,25600,1,0,24624,759,218,4,Syed Ahmed,1886,INC,
GHMC,Ward 118 - Fathe nagar,UR(G),53235,25600,1,0,24624,759,218,5,KALEEM SHAIK,12,WPI,
GHMC,Ward 118 - Fathe nagar,UR(G),53235,25600,1,0,24624,759,218,6,DARA JOHN,46,INDEPENDENT,
GHMC,Ward 118 - Fathe nagar,UR(G),53235,25600,1,0,24624,759,218,7,MAHENDAR KANCHI,1289,INDEPENDENT,
GHMC,Ward 118 - Fathe nagar,UR(G),53235,25600,1,0,24624,759,218,8,YELLA RAO THOOMU,53,INDEPENDENT,
GHMC,Ward 118 - Fathe nagar,UR(G),53235,25600,1,0,24624,759,218,9,Shaik Mohammed Rasool,38,INDEPENDENT,
GHMC,Ward 119 - Old bowenpally,UR(G),57501,27725,17,0,26665,798,279,1,AMULYA D,1349,INC,
GHMC,Ward 119 - Old bowenpally,UR(G),57501,27725,17,0,26665,798,279,2,YENGULA THIRUPATHI,8560,BJP,
GHMC,Ward 119 - Old bowenpally,UR(G),57501,27725,17,0,26665,798,279,3,M NARSIMHA YADAV,16031,TRS,Elected
GHMC,Ward 119 - Old bowenpally,UR(G),57501,27725,17,0,26665,798,279,4,RAGAM MAHENDER YADAV,310,TDP,
GHMC,Ward 119 - Old bowenpally,UR(G),57501,27725,17,0,26665,798,279,5,SYED OSMAN,248,AIMIM,
GHMC,Ward 119 - Old bowenpally,UR(G),57501,27725,17,0,26665,798,279,6,ADDULA MALLESH YADAV,7,INDEPENDENT,
GHMC,Ward 119 - Old bowenpally,UR(G),57501,27725,17,0,26665,798,279,7,D ASHOK,54,INDEPENDENT,
GHMC,Ward 119 - Old bowenpally,UR(G),57501,27725,17,0,26665,798,279,8,KATARAM SATYANARAYANA,32,INDEPENDENT,
GHMC,Ward 119 - Old bowenpally,UR(G),57501,27725,17,0,26665,798,279,9,JANI SALEEM PASHA,31,INDEPENDENT,
GHMC,Ward 119 - Old bowenpally,UR(G),57501,27725,17,0,26665,798,279,10,MOHAMMAD ABDUL KHADER,4,INDEPENDENT,
GHMC,Ward 119 - Old bowenpally,UR(G),57501,27725,17,0,26665,798,279,11,MD YOUSUFUDDIN GHORI,39,INDEPENDENT,
GHMC,Ward 120 - Bala nagar,UR(G),43307,21953,7,0,21179,597,184,1,AVULA RAVINDAR REDDY,10945,TRS,Elected
GHMC,Ward 120 - Bala nagar,UR(G),43307,21953,7,0,21179,597,184,2,CHILUKURI HARICHAND,1156,TDP,
GHMC,Ward 120 - Bala nagar,UR(G),43307,21953,7,0,21179,597,184,3,YASA NARSI REDDY,7214,BJP,
GHMC,Ward 120 - Bala nagar,UR(G),43307,21953,7,0,21179,597,184,4,SATYAM SRIRANGAM,1713,INC,
GHMC,Ward 120 - Bala nagar,UR(G),43307,21953,7,0,21179,597,184,5,MOHAMMED WAHEEDUDDIN,31,INDEPENDENT,
GHMC,Ward 120 - Bala nagar,UR(G),43307,21953,7,0,21179,597,184,6,MUSTAFA MOHAMMED,32,INDEPENDENT,
GHMC,Ward 120 - Bala nagar,UR(G),43307,21953,7,0,21179,597,184,7,R.RAJ KUMAR,88,INDEPENDENT,
GHMC,Ward 121 - Kukatpally,UR(G),48481,23427,7,0,22771,452,211,1,GOTTIMUKKULA VISHWATEJESWAR RAO,1390,INC,
GHMC,Ward 121 - Kukatpally,UR(G),48481,23427,7,0,22771,452,211,2,JUPALLY SATYANARAYANA RAO,10679,TRS,Elected
GHMC,Ward 121 - Kukatpally,UR(G),48481,23427,7,0,22771,452,211,3,PAVAN KUMAR NAINENI,9930,BJP,
GHMC,Ward 121 - Kukatpally,UR(G),48481,23427,7,0,22771,452,211,4,SRIRAMOJU SHIVA KUMAR,721,TDP,
GHMC,Ward 121 - Kukatpally,UR(G),48481,23427,7,0,22771,452,211,5,KONDAPAKA KRISHNA,22,INDEPENDENT,
GHMC,Ward 121 - Kukatpally,UR(G),48481,23427,7,0,22771,452,211,6,BATHULA CHAITANYA,12,INDEPENDENT,
GHMC,Ward 121 - Kukatpally,UR(G),48481,23427,7,0,22771,452,211,7,BEGARI DASARATH,17,INDEPENDENT,
GHMC,Ward 122 - V V nagar,UR(W),54267,22455,9,0,21912,304,248,1,BASHIPAKA NAGAMANI,402,INC,
GHMC,Ward 122 - V V nagar,UR(W),54267,22455,9,0,21912,304,248,2,MADHAVARAM ROJA DEVI,11658,TRS,Elected
GHMC,Ward 122 - V V nagar,UR(W),54267,22455,9,0,21912,304,248,3,U VIDHYA KALPANA,7539,BJP,
GHMC,Ward 122 - V V nagar,UR(W),54267,22455,9,0,21912,304,248,4,VENKATA SAMRAJYAM DANAMUDI,2297,TDP,
GHMC,Ward 122 - V V nagar,UR(W),54267,22455,9,0,21912,304,248,5,SRUTHI UPPALA,16,INDEPENDENT,
GHMC,Ward 123 - Hyder nagar,UR(G),51258,19362,5,0,18971,217,179,1,KODALI RAVI KUMAR,2119,TDP,
GHMC,Ward 123 - Hyder nagar,UR(G),51258,19362,5,0,18971,217,179,2,NARNE SRINIVASA RAO,9260,TRS,Elected
GHMC,Ward 123 - Hyder nagar,UR(G),51258,19362,5,0,18971,217,179,3,VELAGA SRINIVAS,7227,BJP,
GHMC,Ward 123 - Hyder nagar,UR(G),51258,19362,5,0,18971,217,179,4,SEETHA RAMA RAJU BOLLEPALLY,291,INC,
GHMC,Ward 123 - Hyder nagar,UR(G),51258,19362,5,0,18971,217,179,5,IKRAN SHAIK,71,MCPIU,
GHMC,Ward 123 - Hyder nagar,UR(G),51258,19362,5,0,18971,217,179,6,MAVULETI VENKATA RAJU,3,INDEPENDENT,
GHMC,Ward 124 - Allwyn colony,UR(G),61036,24072,9,0,23134,683,264,1,DODLA VENKATESH GOUD,11079,TRS,Elected
GHMC,Ward 124 - Allwyn colony,UR(G),61036,24072,9,0,23134,683,264,2,K.BALA BRAHMAM,1182,TDP,
GHMC,Ward 124 - Allwyn colony,UR(G),61036,24072,9,0,23134,683,264,3,MARELLA SRINIVASA RAO,798,INC,
GHMC,Ward 124 - Allwyn colony,UR(G),61036,24072,9,0,23134,683,264,4,SURABHI RAVINDER RAO,9835,BJP,
GHMC,Ward 124 - Allwyn colony,UR(G),61036,24072,9,0,23134,683,264,5,C.KAMALAKAR REDDY,16,TJSP,
GHMC,Ward 124 - Allwyn colony,UR(G),61036,24072,9,0,23134,683,264,6,V.KALI ANURADHA,63,INDEPENDENT,
GHMC,Ward 124 - Allwyn colony,UR(G),61036,24072,9,0,23134,683,264,7,CH SRI VENKATA BHIMA PRASAD,18,INDEPENDENT,
GHMC,Ward 124 - Allwyn colony,UR(G),61036,24072,9,0,23134,683,264,8,BALUGURI RANGA RAO,60,INDEPENDENT,
GHMC,Ward 124 - Allwyn colony,UR(G),61036,24072,9,0,23134,683,264,9,K.MANEMMA,26,INDEPENDENT,
GHMC,Ward 124 - Allwyn colony,UR(G),61036,24072,9,0,23134,683,264,10,SRINIVASA RAO JADAV,43,INDEPENDENT,
GHMC,Ward 124 - Allwyn colony,UR(G),61036,24072,9,0,23134,683,264,11,M.SUNIL KUMAR,14,INDEPENDENT,
GHMC,Ward 125 - Gajularamaram,BC(G),56300,32370,6,0,31058,1110,208,1,Kuna Srinivas Goud,12830,INC,
GHMC,Ward 125 - Gajularamaram,BC(G),56300,32370,6,0,31058,1110,208,2,Jukuri Sridhar,4531,BJP,
GHMC,Ward 125 - Gajularamaram,BC(G),56300,32370,6,0,31058,1110,208,3,Ravula Seshagiri,13267,TRS,Elected
GHMC,Ward 125 - Gajularamaram,BC(G),56300,32370,6,0,31058,1110,208,4,Malyam Mani,32,TJSP,
GHMC,Ward 125 - Gajularamaram,BC(G),56300,32370,6,0,31058,1110,208,5,Ravindar k.,19,MCPIU,
GHMC,Ward 125 - Gajularamaram,BC(G),56300,32370,6,0,31058,1110,208,6,Akbar Mohd,18,INDEPENDENT,
GHMC,Ward 125 - Gajularamaram,BC(G),56300,32370,6,0,31058,1110,208,7,V Narendra Chary,116,INDEPENDENT,
GHMC,Ward 125 - Gajularamaram,BC(G),56300,32370,6,0,31058,1110,208,8,Patlolla Veershetty,125,INDEPENDENT,
GHMC,Ward 125 - Gajularamaram,BC(G),56300,32370,6,0,31058,1110,208,9,Yadagiri Sagar,91,INDEPENDENT,
GHMC,Ward 125 - Gajularamaram,BC(G),56300,32370,6,0,31058,1110,208,10,P Ranjith Kumar,20,INDEPENDENT,
GHMC,Ward 125 - Gajularamaram,BC(G),56300,32370,6,0,31058,1110,208,11,SAINATH Y,9,INDEPENDENT,
GHMC,Ward 126 - Jagadgiri gutta,BC(G),45785,24239,5,0,23245,725,274,1,Ettaboina Uma Mahesh Yadav,668,CPI,
GHMC,Ward 126 - Jagadgiri gutta,BC(G),45785,24239,5,0,23245,725,274,2,Kolukula JAgan,10382,TRS,Elected
GHMC,Ward 126 - Jagadgiri gutta,BC(G),45785,24239,5,0,23245,725,274,3,MAHESH YADAV JELLA,9904,BJP,
GHMC,Ward 126 - Jagadgiri gutta,BC(G),45785,24239,5,0,23245,725,274,4,Varamma Guda,2153,INC,
GHMC,Ward 126 - Jagadgiri gutta,BC(G),45785,24239,5,0,23245,725,274,5,Katuri Pradeep Kumar,84,INDEPENDENT,
GHMC,Ward 126 - Jagadgiri gutta,BC(G),45785,24239,5,0,23245,725,274,6,Ranigani Venu Goud,54,INDEPENDENT,
GHMC,Ward 127 - Rangareddy nagar,BC(G),40908,22065,5,0,21589,268,213,1,Etiyala Rajesh Goud,99,AIMIM,
GHMC,Ward 127 - Rangareddy nagar,BC(G),40908,22065,5,0,21589,268,213,2,Garige Shekar,1542,INC,
GHMC,Ward 127 - Rangareddy nagar,BC(G),40908,22065,5,0,21589,268,213,3,M Narsing Rao,405,TDP,
GHMC,Ward 127 - Rangareddy nagar,BC(G),40908,22065,5,0,21589,268,213,4,Nandanam Divakar,5555,BJP,
GHMC,Ward 127 - Rangareddy nagar,BC(G),40908,22065,5,0,21589,268,213,5,Mohammed Yakub,40,CPI,
GHMC,Ward 127 - Rangareddy nagar,BC(G),40908,22065,5,0,21589,268,213,6,B Vijay Shekhar,13516,TRS,Elected
GHMC,Ward 127 - Rangareddy nagar,BC(G),40908,22065,5,0,21589,268,213,7,B Nithin goud,25,INDEPENDENT,
GHMC,Ward 127 - Rangareddy nagar,BC(G),40908,22065,5,0,21589,268,213,8,Mirza Naseer Baig,62,INDEPENDENT,
GHMC,Ward 127 - Rangareddy nagar,BC(G),40908,22065,5,0,21589,268,213,9,Ramesh Manjalkar,345,INDEPENDENT,
GHMC,Ward 128 - Chintal,BC(W),34874,18160,4,0,17517,445,202,1,KOTTE RADHIKA,6554,BJP,
GHMC,Ward 128 - Chintal,BC(W),34874,18160,4,0,17517,445,202,2,RASHIDA BEGUM,8477,TRS,Elected
GHMC,Ward 128 - Chintal,BC(W),34874,18160,4,0,17517,445,202,3,Smt P. Lakshmi,300,TDP,
GHMC,Ward 128 - Chintal,BC(W),34874,18160,4,0,17517,445,202,4,M H SNEHA PHILOMENA,2115,INC,
GHMC,Ward 128 - Chintal,BC(W),34874,18160,4,0,17517,445,202,5,Pathi Shruthi,15,INDEPENDENT,
GHMC,Ward 128 - Chintal,BC(W),34874,18160,4,0,17517,445,202,6,PURAM ANITHA,56,INDEPENDENT,
GHMC,Ward 129 - Suraram,UR(G),53303,26624,4,0,25712,657,259,1,Bakka Shanker Reddy,7624,BJP,
GHMC,Ward 129 - Suraram,UR(G),53303,26624,4,0,25712,657,259,2,Batta Venkatesh,6655,INC,
GHMC,Ward 129 - Suraram,UR(G),53303,26624,4,0,25712,657,259,3,Manthri Sathya Narayana,11115,TRS,Elected
GHMC,Ward 129 - Suraram,UR(G),53303,26624,4,0,25712,657,259,4,RAYADURGAM LAXMIDEVI,141,CPM,
GHMC,Ward 129 - Suraram,UR(G),53303,26624,4,0,25712,657,259,5,Penta Srinivas,25,IPBP,
GHMC,Ward 129 - Suraram,UR(G),53303,26624,4,0,25712,657,259,6,MOTHKUR VIJAY KUMAR,16,TJSP,
GHMC,Ward 129 - Suraram,UR(G),53303,26624,4,0,25712,657,259,7,Dandu Vishnu Kumar Yadav,40,INDEPENDENT,
GHMC,Ward 129 - Suraram,UR(G),53303,26624,4,0,25712,657,259,8,N Ramu,82,INDEPENDENT,
GHMC,Ward 129 - Suraram,UR(G),53303,26624,4,0,25712,657,259,9,M Sriman Narayana Goud,14,INDEPENDENT,
GHMC,Ward 130 - Subhash nagar,UR(W),67619,33180,14,0,32327,556,311,1,Tanam Sravani reddy,2503,INC,
GHMC,Ward 130 - Subhash nagar,UR(W),67619,33180,14,0,32327,556,311,2,Madduri Sai Tulasi,1158,TDP,
GHMC,Ward 130 - Subhash nagar,UR(W),67619,33180,14,0,32327,556,311,3,Somannagari Malathi,8826,BJP,
GHMC,Ward 130 - Subhash nagar,UR(W),67619,33180,14,0,32327,556,311,4,Hemalatha Gudimetla,19545,TRS,Elected
GHMC,Ward 130 - Subhash nagar,UR(W),67619,33180,14,0,32327,556,311,5,Doma Vijaya,66,TJSP,
GHMC,Ward 130 - Subhash nagar,UR(W),67619,33180,14,0,32327,556,311,6,S uma Mhaeswari,18,INDEPENDENT,
GHMC,Ward 130 - Subhash nagar,UR(W),67619,33180,14,0,32327,556,311,7,Kommu Jyothi,39,INDEPENDENT,
GHMC,Ward 130 - Subhash nagar,UR(W),67619,33180,14,0,32327,556,311,8,Dharmisetty Thulasi,101,INDEPENDENT,
GHMC,Ward 130 - Subhash nagar,UR(W),67619,33180,14,0,32327,556,311,9,Busi Reddy Vani,71,INDEPENDENT,
GHMC,Ward 131 - Quthubullapur,UR(W),51973,25260,7,0,24720,279,268,1,KUNA GOURISH PARIJATHA,12220,TRS,Elected
GHMC,Ward 131 - Quthubullapur,UR(W),51973,25260,7,0,24720,279,268,2,GADDAM SWATHIKA REDDY,10187,BJP,
GHMC,Ward 131 - Quthubullapur,UR(W),51973,25260,7,0,24720,279,268,3,PAVANI ATLURI,1019,TDP,
GHMC,Ward 131 - Quthubullapur,UR(W),51973,25260,7,0,24720,279,268,4,RADHA ARRA,1122,INC,
GHMC,Ward 131 - Quthubullapur,UR(W),51973,25260,7,0,24720,279,268,5,DESI REDDY SARITHA,172,INDEPENDENT,
GHMC,Ward 132 - Jeedimetla,UR(W),56603,26434,11,0,25839,334,272,1,CHERUKUPALLY TARA CHANDRA REDDY,14004,BJP,Elected
GHMC,Ward 132 - Jeedimetla,UR(W),56603,26434,11,0,25839,334,272,2,K. PADMA,9198,TRS,
GHMC,Ward 132 - Jeedimetla,UR(W),56603,26434,11,0,25839,334,272,3,Bandi Lalitha,2637,INC,
GHMC,Ward 133 - Macha bollaram,SC(G),51821,26949,18,0,26192,473,302,1,C.S.Thirumala Devi,259,TDP,
GHMC,Ward 133 - Macha bollaram,SC(G),51821,26949,18,0,26192,473,302,2,C.L.Yadagiri,1524,INC,
GHMC,Ward 133 - Macha bollaram,SC(G),51821,26949,18,0,26192,473,302,3,E.S.Raj Jitendernath,12089,TRS,Elected
GHMC,Ward 133 - Macha bollaram,SC(G),51821,26949,18,0,26192,473,302,4,Sarvey Naresh,12055,BJP,
GHMC,Ward 133 - Macha bollaram,SC(G),51821,26949,18,0,26192,473,302,5,K.B.Nagamaiah,64,INDEPENDENT,
GHMC,Ward 133 - Macha bollaram,SC(G),51821,26949,18,0,26192,473,302,6,Pandugala Madhavi,49,INDEPENDENT,
GHMC,Ward 133 - Macha bollaram,SC(G),51821,26949,18,0,26192,473,302,7,Y.Praveen,63,INDEPENDENT,
GHMC,Ward 133 - Macha bollaram,SC(G),51821,26949,18,0,26192,473,302,8,A.Srikanth,89,INDEPENDENT,
GHMC,Ward 134 - Alwal,UR(W),52565,22131,17,0,21595,292,261,1,KANDHIKANTI VEENA,8941,BJP,
GHMC,Ward 134 - Alwal,UR(W),52565,22131,17,0,21595,292,261,2,CHINTALA VIJAY SHANTI,10998,TRS,Elected
GHMC,Ward 134 - Alwal,UR(W),52565,22131,17,0,21595,292,261,3,BANDI ANURADHA REDDY,1164,INC,
GHMC,Ward 134 - Alwal,UR(W),52565,22131,17,0,21595,292,261,4,C LAVANYA,445,TDP,
GHMC,Ward 134 - Alwal,UR(W),52565,22131,17,0,21595,292,261,5,SHOBHA RANI BANDA,47,INDEPENDENT,
GHMC,Ward 135 - Venkata puram,SC(G),40824,17963,7,0,17449,215,306,1,Gaddi Shivabhishek,6415,BJP,
GHMC,Ward 135 - Venkata puram,SC(G),40824,17963,7,0,17449,215,306,2,Thammala Shiva Sanjeev Kumar,3117,INC,
GHMC,Ward 135 - Venkata puram,SC(G),40824,17963,7,0,17449,215,306,3,Bigulla Srinivas,302,TDP,
GHMC,Ward 135 - Venkata puram,SC(G),40824,17963,7,0,17449,215,306,4,Sabitha Kishore,7580,TRS,Elected
GHMC,Ward 135 - Venkata puram,SC(G),40824,17963,7,0,17449,215,306,5,M.C Jagadish,35,INDEPENDENT,
GHMC,Ward 136 - Neredmet,UR(W),56481,25169,8,0,24250,604,323,1,KOTHAPALLY MEENA REDDY,10330,TRS,Elected
GHMC,Ward 136 - Neredmet,UR(W),56481,25169,8,0,24250,604,323,2,M. TAMIL MANAVI,728,TDP,
GHMC,Ward 136 - Neredmet,UR(W),56481,25169,8,0,24250,604,323,3,V. PRASANNA NAIDU,9662,BJP,
GHMC,Ward 136 - Neredmet,UR(W),56481,25169,8,0,24250,604,323,4,MARIYAMMA IYPE,3437,INC,
GHMC,Ward 136 - Neredmet,UR(W),56481,25169,8,0,24250,604,323,5,NAGESWARI RUDRI,93,INDEPENDENT,
GHMC,Ward 137 - Vinayaka nagar,UR(W),45186,22026,8,0,21216,572,246,1,G ANURADHA,443,TDP,
GHMC,Ward 137 - Vinayaka nagar,UR(W),45186,22026,8,0,21216,572,246,2,BADDAM PUSPALATHA,9685,TRS,
GHMC,Ward 137 - Vinayaka nagar,UR(W),45186,22026,8,0,21216,572,246,3,SAFHIA MOMIN,1053,INC,
GHMC,Ward 137 - Vinayaka nagar,UR(W),45186,22026,8,0,21216,572,246,4,CYANAM RAJYALAKSHMI,9972,BJP,Elected
GHMC,Ward 137 - Vinayaka nagar,UR(W),45186,22026,8,0,21216,572,246,5,KAVITHA GODUGU,23,INDEPENDENT,
GHMC,Ward 137 - Vinayaka nagar,UR(W),45186,22026,8,0,21216,572,246,6,PIDUGU PRANITHA,40,INDEPENDENT,
GHMC,Ward 138 - Moulali,UR(W),51731,24643,6,0,23643,609,397,1,GUNNALA SUNITHA,10491,BJP,Elected
GHMC,Ward 138 - Moulali,UR(W),51731,24643,6,0,23643,609,397,2,CHALLA LEELAVATHI,178,CPM,
GHMC,Ward 138 - Moulali,UR(W),51731,24643,6,0,23643,609,397,3,POTHULA UMA MAHESHWARI,2009,INC,
GHMC,Ward 138 - Moulali,UR(W),51731,24643,6,0,23643,609,397,4,B. PADMA,547,TDP,
GHMC,Ward 138 - Moulali,UR(W),51731,24643,6,0,23643,609,397,5,MUMTAZ FATHIMA,10240,TRS,
GHMC,Ward 138 - Moulali,UR(W),51731,24643,6,0,23643,609,397,6,GUNNALA PUSHPALATHA PRAVEEN GOUD,79,LSP,
GHMC,Ward 138 - Moulali,UR(W),51731,24643,6,0,23643,609,397,7,CHETTU ANURADHA,15,INDEPENDENT,
GHMC,Ward 138 - Moulali,UR(W),51731,24643,6,0,23643,609,397,8,NEERAJA LALA,57,INDEPENDENT,
GHMC,Ward 138 - Moulali,UR(W),51731,24643,6,0,23643,609,397,9,M RAJINI,27,INDEPENDENT,
GHMC,Ward 139 - East anand bagh,UR(G),48279,22194,13,0,21332,594,281,1,KARANAM GOPI,597,TDP,
